datetime,dollar,d_dollar,day_of_week,sin_month,cos_month
2009-01-01,29.3916,0.0,3,0.0,1.0
2009-01-02,29.3916,0.0,4,0.0,1.0
2009-01-03,29.3916,0.0,5,0.0,1.0
2009-01-04,29.3916,0.0,6,0.0,1.0
2009-01-05,29.3916,0.0,0,0.0,1.0
2009-01-06,29.3916,0.0,1,0.0,1.0
2009-01-07,29.3916,0.0,2,0.0,1.0
2009-01-08,29.3916,0.0,3,0.0,1.0
2009-01-09,29.3916,0.0,4,0.0,1.0
2009-01-10,29.3916,0.0,5,0.0,1.0
2009-01-11,29.3916,0.0,6,0.0,1.0
2009-01-12,30.5331,1.1415000000000006,0,0.0,1.0
2009-01-13,30.9981,0.46499999999999986,1,0.0,1.0
2009-01-14,31.2226,0.22449999999999903,2,0.0,1.0
2009-01-15,31.5616,0.33899999999999864,3,0.0,1.0
2009-01-16,32.2135,0.6519000000000048,4,0.0,1.0
2009-01-17,32.5747,0.36119999999999663,5,0.0,1.0
2009-01-18,32.5747,0.0,6,0.0,1.0
2009-01-19,32.5747,0.0,0,0.0,1.0
2009-01-20,32.9085,0.33379999999999654,1,0.0,1.0
2009-01-21,33.4154,0.5069000000000017,2,0.0,1.0
2009-01-22,32.643,-0.7723999999999975,3,0.0,1.0
2009-01-23,32.7991,0.15610000000000213,4,0.0,1.0
2009-01-24,32.8926,0.0934999999999988,5,0.0,1.0
2009-01-25,32.8926,0.0,6,0.0,1.0
2009-01-26,32.8926,0.0,0,0.0,1.0
2009-01-27,32.9018,0.009199999999999875,1,0.0,1.0
2009-01-28,32.9979,0.09609999999999985,2,0.0,1.0
2009-01-29,33.2155,0.21759999999999735,3,0.0,1.0
2009-01-30,34.6847,1.4692000000000007,4,0.0,1.0
2009-01-31,35.4146,0.7299000000000007,5,0.0,1.0
2009-02-01,35.4146,0.0,6,0.49999999999999994,0.8660254037844387
2009-02-02,35.4146,0.0,0,0.49999999999999994,0.8660254037844387
2009-02-03,36.1767,0.7620999999999967,1,0.49999999999999994,0.8660254037844387
2009-02-04,36.129,-0.047699999999998965,2,0.49999999999999994,0.8660254037844387
2009-02-05,36.0135,-0.11549999999999727,3,0.49999999999999994,0.8660254037844387
2009-02-06,36.3095,0.2959999999999994,4,0.49999999999999994,0.8660254037844387
2009-02-07,36.3798,0.07030000000000314,5,0.49999999999999994,0.8660254037844387
2009-02-08,36.3798,0.0,6,0.49999999999999994,0.8660254037844387
2009-02-09,36.3798,0.0,0,0.49999999999999994,0.8660254037844387
2009-02-10,36.1258,-0.2540000000000049,1,0.49999999999999994,0.8660254037844387
2009-02-11,35.9285,-0.19729999999999848,2,0.49999999999999994,0.8660254037844387
2009-02-12,35.8323,-0.09620000000000317,3,0.49999999999999994,0.8660254037844387
2009-02-13,34.8003,-1.0319999999999965,4,0.49999999999999994,0.8660254037844387
2009-02-14,34.5578,-0.24249999999999972,5,0.49999999999999994,0.8660254037844387
2009-02-15,34.5578,0.0,6,0.49999999999999994,0.8660254037844387
2009-02-16,34.5578,0.0,0,0.49999999999999994,0.8660254037844387
2009-02-17,34.7797,0.221899999999998,1,0.49999999999999994,0.8660254037844387
2009-02-18,35.6345,0.8548000000000044,2,0.49999999999999994,0.8660254037844387
2009-02-19,36.4267,0.792199999999994,3,0.49999999999999994,0.8660254037844387
2009-02-20,36.091,-0.33569999999999567,4,0.49999999999999994,0.8660254037844387
