datetime,dollar,d_dollar,day_of_week,sin_month,cos_month
2014-01-01,32.6587,-0.07049999999999557,2,0.0,1.0
2014-01-02,32.6587,0.0,3,0.0,1.0
2014-01-03,32.6587,0.0,4,0.0,1.0
2014-01-04,32.6587,0.0,5,0.0,1.0
2014-01-05,32.6587,0.0,6,0.0,1.0
2014-01-06,32.6587,0.0,0,0.0,1.0
2014-01-07,32.6587,0.0,1,0.0,1.0
2014-01-08,32.6587,0.0,2,0.0,1.0
2014-01-09,32.6587,0.0,3,0.0,1.0
2014-01-10,33.1547,0.4959999999999951,4,0.0,1.0
2014-01-11,33.2062,0.05150000000000432,5,0.0,1.0
2014-01-12,33.2062,0.0,6,0.0,1.0
2014-01-13,33.2062,0.0,0,0.0,1.0
2014-01-14,33.1204,-0.0858000000000061,1,0.0,1.0
2014-01-15,33.2386,0.11820000000000164,2,0.0,1.0
2014-01-16,33.3562,0.11760000000000304,3,0.0,1.0
2014-01-17,33.4013,0.04509999999999792,4,0.0,1.0
2014-01-18,33.4343,0.03300000000000125,5,0.0,1.0
2014-01-19,33.4343,0.0,6,0.0,1.0
2014-01-20,33.4343,0.0,0,0.0,1.0
2014-01-21,33.6429,0.208599999999997,1,0.0,1.0
2014-01-22,33.8161,0.17320000000000135,2,0.0,1.0
2014-01-23,33.8688,0.05270000000000152,3,0.0,1.0
2014-01-24,34.0334,0.16460000000000008,4,0.0,1.0
2014-01-25,34.26,0.2265999999999977,5,0.0,1.0
2014-01-26,34.26,0.0,6,0.0,1.0
2014-01-27,34.26,0.0,0,0.0,1.0
2014-01-28,34.7093,0.4493000000000009,1,0.0,1.0
2014-01-29,34.625,-0.08429999999999893,2,0.0,1.0
2014-01-30,34.5633,-0.061700000000001864,3,0.0,1.0
2014-01-31,35.2448,0.6814999999999998,4,0.0,1.0
2014-02-01,35.18,-0.06479999999999819,5,0.49999999999999994,0.8660254037844387
2014-02-02,35.18,0.0,6,0.49999999999999994,0.8660254037844387
2014-02-03,35.18,0.0,0,0.49999999999999994,0.8660254037844387
2014-02-04,35.2347,0.05469999999999686,1,0.49999999999999994,0.8660254037844387
2014-02-05,35.4502,0.2155000000000058,2,0.49999999999999994,0.8660254037844387
2014-02-06,34.9592,-0.49099999999999966,3,0.49999999999999994,0.8660254037844387
2014-02-07,34.7287,-0.23049999999999926,4,0.49999999999999994,0.8660254037844387
2014-02-08,34.6044,-0.12430000000000518,5,0.49999999999999994,0.8660254037844387
2014-02-09,34.6044,0.0,6,0.49999999999999994,0.8660254037844387
2014-02-10,34.6044,0.0,0,0.49999999999999994,0.8660254037844387
2014-02-11,34.7636,0.15919999999999845,1,0.49999999999999994,0.8660254037844387
