datetime,dollar,d_dollar,day_of_week,sin_month,cos_month
2013-12-08,32.9514,0.0,6,-0.5000000000000004,0.8660254037844384
2013-12-09,32.9514,0.0,0,-0.5000000000000004,0.8660254037844384
2013-12-10,32.7782,-0.17320000000000135,1,-0.5000000000000004,0.8660254037844384
2013-12-11,32.7848,0.006599999999998829,2,-0.5000000000000004,0.8660254037844384
2013-12-12,32.7315,-0.053300000000000125,3,-0.5000000000000004,0.8660254037844384
2013-12-13,32.7518,0.02030000000000598,4,-0.5000000000000004,0.8660254037844384
2013-12-14,32.8663,0.1144999999999996,5,-0.5000000000000004,0.8660254037844384
2013-12-15,32.8663,0.0,6,-0.5000000000000004,0.8660254037844384
2013-12-16,32.8663,0.0,0,-0.5000000000000004,0.8660254037844384
2013-12-17,32.8658,-0.0005000000000023874,1,-0.5000000000000004,0.8660254037844384
